X		Y		Z
-554786.5036	-1057133.374	872.1927
-552930.6799	-1056852.095	946.7358
-552555.1707	-1056645.324	945.0529
-549493.835	-1066324.681	1149.5786
-550449.6796	-1057301.251	1323.1414
-548194.0215	-1057526.345	750.9513
-550756.5846	-1063019.614	889.1907
-549000.2106	-1058523.451	1147.1932
-554643.0925	-1060142.548	1065.9119
-555117.4691	-1062528.136	834.7003
-544722.6762	-1060502.567	663.6087
-547674.0677	-1059513.302	832.9234
-552839.7577	-1065446.951	518.5516
-554012.1419	-1064652.357	670.5363
-549588.6513	-1064383.479	628.1472
-549375.0279	-1065090.956	792.7111
-545893.6072	-1060098.968	831.2426
-552796.7658	-1065581.309	536.4183
-544192.069	-1066328.416	1280.5035
-544484.6917	-1057573.189	583.7422
-547264.1657	-1058261.366	731.827
